origin,stage,family,band,config,status,n_train,columns,means,scales,coefficients,intercept,lambda_value,converged,train_first,train_last,training_origins,last_training_target
2013-10,core,goods,3,l1,insufficient_history,21,[],{},{},{},,1.0,False,2011-01,2012-09,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09']",2013-09
2013-11,core,goods,3,l1,insufficient_history,22,[],{},{},{},,1.0,False,2011-01,2012-10,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10']",2013-10
2013-12,core,goods,3,l1,insufficient_history,23,[],{},{},{},,1.0,False,2011-01,2012-11,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11']",2013-11
2014-01,core,goods,3,l1,insufficient_history,24,[],{},{},{},,1.0,False,2011-01,2012-12,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12']",2013-12
2014-02,core,goods,3,l1,insufficient_history,25,[],{},{},{},,1.0,False,2011-01,2013-01,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01']",2014-01
2014-03,core,goods,3,l1,insufficient_history,26,[],{},{},{},,1.0,False,2011-01,2013-02,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02']",2014-02
2014-04,core,goods,3,l1,insufficient_history,27,[],{},{},{},,1.0,False,2011-01,2013-03,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03']",2014-03
2014-05,core,goods,3,l1,insufficient_history,28,[],{},{},{},,1.0,False,2011-01,2013-04,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04']",2014-04
2014-06,core,goods,3,l1,insufficient_history,29,[],{},{},{},,1.0,False,2011-01,2013-05,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05']",2014-05
2014-07,core,goods,3,l1,insufficient_history,30,[],{},{},{},,1.0,False,2011-01,2013-06,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05', '2013-06']",2014-06
2014-08,core,goods,3,l1,insufficient_history,31,[],{},{},{},,1.0,False,2011-01,2013-07,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05', '2013-06', '2013-07']",2014-07
2014-09,core,goods,3,l1,insufficient_history,32,[],{},{},{},,1.0,False,2011-01,2013-08,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05', '2013-06', '2013-07', '2013-08']",2014-08
2014-10,core,goods,3,l1,insufficient_history,33,[],{},{},{},,1.0,False,2011-01,2013-09,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05', '2013-06', '2013-07', '2013-08', '2013-09']",2014-09
2014-11,core,goods,3,l1,insufficient_history,34,[],{},{},{},,1.0,False,2011-01,2013-10,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05', '2013-06', '2013-07', '2013-08', '2013-09', '2013-10']",2014-10
2014-12,core,goods,3,l1,insufficient_history,35,[],{},{},{},,1.0,False,2011-01,2013-11,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05', '2013-06', '2013-07', '2013-08', '2013-09', '2013-10', '2013-11']",2014-11
2015-01,core,goods,3,l1,insufficient_history,36,[],{},{},{},,1.0,False,2011-01,2013-12,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05', '2013-06', '2013-07', '2013-08', '2013-09', '2013-10', '2013-11', '2013-12']",2014-12
2015-02,core,goods,3,l1,insufficient_history,37,[],{},{},{},,1.0,False,2011-01,2014-01,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05', '2013-06', '2013-07', '2013-08', '2013-09', '2013-10', '2013-11', '2013-12', '2014-01']",2015-01
2015-03,core,goods,3,l1,insufficient_history,38,[],{},{},{},,1.0,False,2011-01,2014-02,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05', '2013-06', '2013-07', '2013-08', '2013-09', '2013-10', '2013-11', '2013-12', '2014-01', '2014-02']",2015-02
2015-04,core,goods,3,l1,insufficient_history,39,[],{},{},{},,1.0,False,2011-01,2014-03,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05', '2013-06', '2013-07', '2013-08', '2013-09', '2013-10', '2013-11', '2013-12', '2014-01', '2014-02', '2014-03']",2015-03
2015-05,core,goods,3,l1,insufficient_history,40,[],{},{},{},,1.0,False,2011-01,2014-04,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05', '2013-06', '2013-07', '2013-08', '2013-09', '2013-10', '2013-11', '2013-12', '2014-01', '2014-02', '2014-03', '2014-04']",2015-04
2015-06,core,goods,3,l1,insufficient_history,41,[],{},{},{},,1.0,False,2011-01,2014-05,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05', '2013-06', '2013-07', '2013-08', '2013-09', '2013-10', '2013-11', '2013-12', '2014-01', '2014-02', '2014-03', '2014-04', '2014-05']",2015-05
2015-07,core,goods,3,l1,insufficient_history,42,[],{},{},{},,1.0,False,2011-01,2014-06,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05', '2013-06', '2013-07', '2013-08', '2013-09', '2013-10', '2013-11', '2013-12', '2014-01', '2014-02', '2014-03', '2014-04', '2014-05', '2014-06']",2015-06
2015-08,core,goods,3,l1,insufficient_history,43,[],{},{},{},,1.0,False,2011-01,2014-07,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05', '2013-06', '2013-07', '2013-08', '2013-09', '2013-10', '2013-11', '2013-12', '2014-01', '2014-02', '2014-03', '2014-04', '2014-05', '2014-06', '2014-07']",2015-07
2015-09,core,goods,3,l1,insufficient_history,44,[],{},{},{},,1.0,False,2011-01,2014-08,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05', '2013-06', '2013-07', '2013-08', '2013-09', '2013-10', '2013-11', '2013-12', '2014-01', '2014-02', '2014-03', '2014-04', '2014-05', '2014-06', '2014-07', '2014-08']",2015-08
2015-10,core,goods,3,l1,insufficient_history,45,[],{},{},{},,1.0,False,2011-01,2014-09,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05', '2013-06', '2013-07', '2013-08', '2013-09', '2013-10', '2013-11', '2013-12', '2014-01', '2014-02', '2014-03', '2014-04', '2014-05', '2014-06', '2014-07', '2014-08', '2014-09']",2015-09
2015-11,core,goods,3,l1,insufficient_history,46,[],{},{},{},,1.0,False,2011-01,2014-10,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05', '2013-06', '2013-07', '2013-08', '2013-09', '2013-10', '2013-11', '2013-12', '2014-01', '2014-02', '2014-03', '2014-04', '2014-05', '2014-06', '2014-07', '2014-08', '2014-09', '2014-10']",2015-10
2015-12,core,goods,3,l1,insufficient_history,47,[],{},{},{},,1.0,False,2011-01,2014-11,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11', '2012-12', '2013-01', '2013-02', '2013-03', '2013-04', '2013-05', '2013-06', '2013-07', '2013-08', '2013-09', '2013-10', '2013-11', '2013-12', '2014-01', '2014-02', '2014-03', '2014-04', '2014-05', '2014-06', '2014-07', '2014-08', '2014-09', '2014-10', '2014-11']",2015-11
2010-01,core,both,3,l1,unavailable_generated_forecast,0,,,,,,,False,,,[],
2010-02,core,both,3,l1,unavailable_generated_forecast,0,,,,,,,False,,,[],
2010-03,core,both,3,l1,unavailable_generated_forecast,0,,,,,,,False,,,[],
2010-04,core,both,3,l1,unavailable_generated_forecast,0,,,,,,,False,,,[],
2010-05,core,both,3,l1,unavailable_generated_forecast,0,,,,,,,False,,,[],
2010-06,core,both,3,l1,unavailable_generated_forecast,0,,,,,,,False,,,[],
2010-07,core,both,3,l1,unavailable_generated_forecast,0,,,,,,,False,,,[],
2010-08,core,both,3,l1,unavailable_generated_forecast,0,,,,,,,False,,,[],
2010-09,core,both,3,l1,unavailable_generated_forecast,0,,,,,,,False,,,[],
2010-10,core,both,3,l1,unavailable_generated_forecast,0,,,,,,,False,,,[],
2010-11,core,both,3,l1,unavailable_generated_forecast,0,,,,,,,False,,,[],
2010-12,core,both,3,l1,unavailable_generated_forecast,0,,,,,,,False,,,[],
2011-01,core,both,3,l1,insufficient_history,0,[],{},{},{},,1.0,False,,,[],
2011-02,core,both,3,l1,insufficient_history,0,[],{},{},{},,1.0,False,,,[],
2011-03,core,both,3,l1,insufficient_history,0,[],{},{},{},,1.0,False,,,[],
2011-04,core,both,3,l1,insufficient_history,0,[],{},{},{},,1.0,False,,,[],
2011-05,core,both,3,l1,insufficient_history,0,[],{},{},{},,1.0,False,,,[],
2011-06,core,both,3,l1,insufficient_history,0,[],{},{},{},,1.0,False,,,[],
2011-07,core,both,3,l1,insufficient_history,0,[],{},{},{},,1.0,False,,,[],
2011-08,core,both,3,l1,insufficient_history,0,[],{},{},{},,1.0,False,,,[],
2011-09,core,both,3,l1,insufficient_history,0,[],{},{},{},,1.0,False,,,[],
2011-10,core,both,3,l1,insufficient_history,0,[],{},{},{},,1.0,False,,,[],
2011-11,core,both,3,l1,insufficient_history,0,[],{},{},{},,1.0,False,,,[],
2011-12,core,both,3,l1,insufficient_history,0,[],{},{},{},,1.0,False,,,[],
2012-01,core,both,3,l1,insufficient_history,0,[],{},{},{},,1.0,False,,,[],
2012-02,core,both,3,l1,insufficient_history,1,[],{},{},{},,1.0,False,2011-01,2011-01,['2011-01'],2012-01
2012-03,core,both,3,l1,insufficient_history,2,[],{},{},{},,1.0,False,2011-01,2011-02,"['2011-01', '2011-02']",2012-02
2012-04,core,both,3,l1,insufficient_history,3,[],{},{},{},,1.0,False,2011-01,2011-03,"['2011-01', '2011-02', '2011-03']",2012-03
2012-05,core,both,3,l1,insufficient_history,4,[],{},{},{},,1.0,False,2011-01,2011-04,"['2011-01', '2011-02', '2011-03', '2011-04']",2012-04
2012-06,core,both,3,l1,insufficient_history,5,[],{},{},{},,1.0,False,2011-01,2011-05,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05']",2012-05
2012-07,core,both,3,l1,insufficient_history,6,[],{},{},{},,1.0,False,2011-01,2011-06,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06']",2012-06
2012-08,core,both,3,l1,insufficient_history,7,[],{},{},{},,1.0,False,2011-01,2011-07,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07']",2012-07
2012-09,core,both,3,l1,insufficient_history,8,[],{},{},{},,1.0,False,2011-01,2011-08,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08']",2012-08
2012-10,core,both,3,l1,insufficient_history,9,[],{},{},{},,1.0,False,2011-01,2011-09,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09']",2012-09
2012-11,core,both,3,l1,insufficient_history,10,[],{},{},{},,1.0,False,2011-01,2011-10,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10']",2012-10
2012-12,core,both,3,l1,insufficient_history,11,[],{},{},{},,1.0,False,2011-01,2011-11,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11']",2012-11
2013-01,core,both,3,l1,insufficient_history,12,[],{},{},{},,1.0,False,2011-01,2011-12,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12']",2012-12
2013-02,core,both,3,l1,insufficient_history,13,[],{},{},{},,1.0,False,2011-01,2012-01,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01']",2013-01
2013-03,core,both,3,l1,insufficient_history,14,[],{},{},{},,1.0,False,2011-01,2012-02,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02']",2013-02
2013-04,core,both,3,l1,insufficient_history,15,[],{},{},{},,1.0,False,2011-01,2012-03,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03']",2013-03
2013-05,core,both,3,l1,insufficient_history,16,[],{},{},{},,1.0,False,2011-01,2012-04,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04']",2013-04
2013-06,core,both,3,l1,insufficient_history,17,[],{},{},{},,1.0,False,2011-01,2012-05,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05']",2013-05
2013-07,core,both,3,l1,insufficient_history,18,[],{},{},{},,1.0,False,2011-01,2012-06,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06']",2013-06
2013-08,core,both,3,l1,insufficient_history,19,[],{},{},{},,1.0,False,2011-01,2012-07,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07']",2013-07
2013-09,core,both,3,l1,insufficient_history,20,[],{},{},{},,1.0,False,2011-01,2012-08,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08']",2013-08
2013-10,core,both,3,l1,insufficient_history,21,[],{},{},{},,1.0,False,2011-01,2012-09,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09']",2013-09
2013-11,core,both,3,l1,insufficient_history,22,[],{},{},{},,1.0,False,2011-01,2012-10,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10']",2013-10
2013-12,core,both,3,l1,insufficient_history,23,[],{},{},{},,1.0,False,2011-01,2012-11,"['2011-01', '2011-02', '2011-03', '2011-04', '2011-05', '2011-06', '2011-07', '2011-08', '2011-09', '2011-10', '2011-11', '2011-12', '2012-01', '2012-02', '2012-03', '2012-04', '2012-05', '2012-06', '2012-07', '2012-08', '2012-09', '2012-10', '2012-11']",2013-11
